p_name|ABCDE
p_length|50|
p_des|1|aasdfsd
p_des|2|aasdfsd
p_des|3|aasdfsd
p_des|4|aasdfsd
p_des|5|aasdfsd
que|1|1|अशोक महान किस वंश का शासक था?|1|2|3|4|5||मौर्य|गुप्त|कुषाण|मुगल|अशोक महान मौर्य वंश का शासक था।|आसान|2
que|2|4|1857 के स्वतंत्रता संग्राम का नेतृत्व किसने किया था?|1|2|3|4|5|abc|भगत सिंह|रानी लक्ष्मीबाई|तांत्या टोपे|मंगल पांडे|1857 के स्वतंत्रता संग्राम की शुरुआत मंगल पांडे ने की।|मध्यम|2
que|3|3|ताजमहल का निर्माण किसने करवाया?|1|2|||||अकबर|जहांगीर|शाहजहां|औरंगजेब||आसान|2
que|4|2|भारत का राष्ट्रीय पशु कौन सा है?|1||||||शेर jskfj skdkfjkl;js f askjfkfjs fj sdjf sfj isddjfosfj isdjfisojf sdkfj;sdf  iosdjfklsfj  sdklfjk |बाघ|हाथी|मोर|भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। 6 भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है।भारत का राष्ट्रीय पशु बाघ है।भारत का राष्ट्रीय पशु बाघ है। 10 भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है।भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। 15 भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। 20 11 111 111 भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। भारत का राष्ट्रीय पशु बाघ है। 25|आसान|2
que|5|2|महात्मा गांधी को किस नाम से जाना जाता है?159|||||||चाचा नेहरू|बापू|सरदार|गुरुदेव||मध्यम|2
que|6|2|महात्मा गांधी को किस नाम से जाना जाता है?|||||||चाचा नेहरू|बापू|0|गुरुदेव||आसान|2
que|7|2|महात्मा गांधी को किस नाम से जाना जाता है?|||||||चाचा नेहरू|बापू|0|गुरुदेव||आसान|2
que|8|2|महात्मा गांधी को किस नाम से जाना जाता है?|||||||चाचा नेहरू|बापू|0|गुरुदेव||मध्यम|2
que|9|2|महात्मा गांधी को किस नाम से जाना जाता है?|||||||चाचा नेहरू|बापू|0|गुरुदेव||मध्यम|2
que|10|2|महात्मा गांधी को किस नाम से जाना जाता है?|||||||चाचा नेहरू|बापू|0|गुरुदेव||मध्यम|2
